"ensembl_gene_id","ensembl_gene_id_clean","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"ENSG00000173898.17","ENSG00000173898","SPTBN2",569.483430041167,2.72868171408172,0.580081965161191,4.7039588850577,2.55164654382203e-06,0.00265439421058704,"up_in_tumor"
"ENSG00000158296.14","ENSG00000158296","SLC13A3",231.341749819615,4.6992992463564,1.02350361113226,4.59138511603078,4.40313992721064e-06,0.00304470365313578,"up_in_tumor"
"ENSG00000205609.14","ENSG00000205609","EIF3CL",292.376529985982,2.19035788254702,0.475454968667255,4.60686716280787,4.08780954731793e-06,0.00304470365313578,"up_in_tumor"
"ENSG00000254166.5","ENSG00000254166","PCAT2",336.140966581342,3.08501055757817,0.669843980956942,4.60556584112454,4.11345806623268e-06,0.00304470365313578,"up_in_tumor"
"ENSG00000289744.1","ENSG00000289744","",16.7042943197029,7.31423497876099,1.59519004463276,4.58518093400267,4.53593463590199e-06,0.00304470365313578,"up_in_tumor"
"ENSG00000175832.14","ENSG00000175832","ETV4",712.131704965537,3.82580816177287,0.837086070086725,4.57038803832503,4.86821955717304e-06,0.00308856076105582,"up_in_tumor"
"ENSG00000283515.1","ENSG00000283515","",16.0998353605107,7.19428033308117,1.6104351618165,4.46728965167794,7.92168397088614e-06,0.00407495705453719,"up_in_tumor"
"ENSG00000232445.3","ENSG00000232445","",198.072022176741,4.24523102569996,0.959503494653222,4.42440392281661,9.67089302252282e-06,0.00448941724140675,"up_in_tumor"
"ENSG00000184489.14","ENSG00000184489","PTP4A3",607.771997390782,3.65772610278191,0.830281665729578,4.40540391743785,1.05586946062315e-05,0.00459560679807671,"up_in_tumor"
"ENSG00000164398.16","ENSG00000164398","ACSL6",477.585751125843,3.52895973744799,0.806505790762736,4.37561611815651,1.2108995901171e-05,0.00490362806355292,"up_in_tumor"
"ENSG00000197408.11","ENSG00000197408","CYP2B6",1021.19740632886,3.44518984924014,0.786853620043613,4.37843807473261,1.19532894370311e-05,0.00490362806355292,"up_in_tumor"
"ENSG00000104524.15","ENSG00000104524","PYCR3",23.0420254287966,4.76439579214623,1.09201814514427,4.3629273133706,1.28333591502098e-05,0.00498484336134576,"up_in_tumor"
"ENSG00000196611.6","ENSG00000196611","MMP1",298.393288111311,3.75835348263111,0.86123134185866,4.36393022404416,1.27746338233008e-05,0.00498484336134576,"up_in_tumor"
"ENSG00000162383.13","ENSG00000162383","SLC1A7",241.673740789691,3.98815040075402,0.921471628229795,4.32802299992188,1.50453761175681e-05,0.00550689699318602,"up_in_tumor"
"ENSG00000172023.9","ENSG00000172023","REG1B",78.8075272431942,5.14872043751044,1.20537329907423,4.27147377618607,1.94185365248281e-05,0.00659987510137596,"up_in_tumor"
"ENSG00000099953.11","ENSG00000099953","MMP11",818.684419763425,2.57378977296192,0.603608092678046,4.26400806116219,2.00792195038895e-05,0.0066768844809679,"up_in_tumor"
"ENSG00000104044.17","ENSG00000104044","OCA2",139.387856491566,3.74451009439143,0.880858161576402,4.25097962161147,2.12837535024881e-05,0.00686599458326875,"up_in_tumor"
"ENSG00000127585.14","ENSG00000127585","FBXL16",211.016792598999,2.83620285631226,0.670456219343444,4.23025810557722,2.33423329340563e-05,0.00740457704556488,"up_in_tumor"
"ENSG00000273604.2","ENSG00000273604","EPOP",188.120178632133,3.47815119055701,0.823333124376614,4.22447620237615,2.39497156397986e-05,0.00747270389790635,"up_in_tumor"
"ENSG00000236081.2","ENSG00000236081","ELFN1-AS1",84.4945035931164,4.26056284236439,1.0262583552112,4.15154996861154,3.30231142527235e-05,0.00952316566018311,"up_in_tumor"
"ENSG00000137673.10","ENSG00000137673","MMP7",31.9862762968787,3.97830476712346,0.968561074105255,4.10743821271009,4.00071753127723e-05,0.0101715189567091,"up_in_tumor"
"ENSG00000169174.14","ENSG00000169174","PCSK9",607.208292892565,2.71871658655264,0.660900118059206,4.11365728687779,3.8943947709546e-05,0.0101715189567091,"up_in_tumor"
"ENSG00000165816.14","ENSG00000165816","VWA2",728.486263891947,3.21173478028257,0.791723327591772,4.05663780307179,4.9784194253083e-05,0.0114154588216324,"up_in_tumor"
"ENSG00000172167.9","ENSG00000172167","MTBP",179.155359686998,1.72686778578222,0.426665837143128,4.04735424177619,5.17998178902529e-05,0.0114640224872696,"up_in_tumor"
"ENSG00000139515.6","ENSG00000139515","PDX1",95.5055638572393,3.26275760808048,0.812229372473041,4.0170396671893,5.89338069802202e-05,0.0124631905361615,"up_in_tumor"
"ENSG00000135069.15","ENSG00000135069","PSAT1",600.744659120978,2.87528677525255,0.721204215156767,3.98678587122172,6.69744192399257e-05,0.0134917967610452,"up_in_tumor"
"ENSG00000251503.8","ENSG00000251503","CENPS-CORT",31.7622050041449,3.59689357435874,0.909120618456795,3.95645363369314,7.60706447926852e-05,0.0144785258233918,"up_in_tumor"
"ENSG00000062282.16","ENSG00000062282","DGAT2",568.903302965613,2.70745990164157,0.68698752764111,3.94106121684349,8.1121918104583e-05,0.0150324249014471,"up_in_tumor"
"ENSG00000149968.12","ENSG00000149968","MMP3",99.0088269976041,3.6344909412955,0.921341309058093,3.94478235759462,7.98724893084342e-05,0.0150324249014471,"up_in_tumor"
"ENSG00000164379.7","ENSG00000164379","FOXQ1",77.6029208292136,3.06266229867224,0.777274876494932,3.94025638971261,8.13945700145767e-05,0.0150324249014471,"up_in_tumor"
"ENSG00000234235.2","ENSG00000234235","",388.997953362428,6.71119650701361,1.70418472475773,3.93806869027517,8.21400824752009e-05,0.0150324249014471,"up_in_tumor"
"ENSG00000012048.27","ENSG00000012048","BRCA1",566.627239764784,1.40621910655533,0.357412300707316,3.93444518773539,8.33890954524781e-05,0.0151156633690192,"up_in_tumor"
"ENSG00000188599.18","ENSG00000188599","NPIPP1",49.7215462632903,4.78068384174249,1.21905550389694,3.92162934867209,8.79522132402404e-05,0.0156039623364524,"up_in_tumor"
"ENSG00000184368.17","ENSG00000184368","MAP7D2",549.39730110424,2.79518152727533,0.716447399872547,3.90144695587223,9.56194158791272e-05,0.0162723889197131,"up_in_tumor"
"ENSG00000204839.9","ENSG00000204839","MROH6",302.06148913277,2.94620315496728,0.75460379105871,3.90430473564645,9.44966514815702e-05,0.0162723889197131,"up_in_tumor"
"ENSG00000198169.10","ENSG00000198169","ZNF251",429.154190167763,1.51954171987734,0.391262496888621,3.88368865393685,0.000102883635947012,0.016838640835926,"up_in_tumor"
"ENSG00000157193.19","ENSG00000157193","LRP8",195.590249997726,2.24988072793142,0.586824371673526,3.83399333179557,0.000126079560575644,0.0183197095676194,"up_in_tumor"
"ENSG00000188176.13","ENSG00000188176","SMTNL2",64.0314709993328,2.94527791070361,0.768205408089153,3.83397185139551,0.000126090577069203,0.0183197095676194,"up_in_tumor"
"ENSG00000127564.18","ENSG00000127564","PKMYT1",265.909388883375,2.12375158088113,0.555746927726592,3.82143647571533,0.000132676591817911,0.018871726934933,"up_in_tumor"
"ENSG00000197275.15","ENSG00000197275","RAD54B",156.635805661035,1.98185057544316,0.518661414283791,3.82108736232067,0.000132864572546683,0.018871726934933,"up_in_tumor"
"ENSG00000254726.3","ENSG00000254726","MEX3A",482.532540556064,2.6999897010593,0.707515764611519,3.81615482807199,0.000135547469230151,0.0189696689842461,"up_in_tumor"
"ENSG00000183734.5","ENSG00000183734","ASCL2",1108.05368796084,2.58204356606193,0.679182174651984,3.80169513044859,0.000143709493061361,0.0192711734036185,"up_in_tumor"
"ENSG00000198723.11","ENSG00000198723","SAXO5",104.304101989999,2.65863625322603,0.699183463193957,3.8024873201106,0.00014325060042688,0.0192711734036185,"up_in_tumor"
"ENSG00000179546.6","ENSG00000179546","HTR1D",160.430379744555,3.70512549441943,0.982080886658176,3.77272946124349,0.000161471347303256,0.0207654334677221,"up_in_tumor"
"ENSG00000003249.16","ENSG00000003249","DBNDD1",162.990089270036,2.20831887743989,0.586868958065985,3.76288240686193,0.000167966192566294,0.0207720766443967,"up_in_tumor"
"ENSG00000120254.17","ENSG00000120254","MTHFD1L",472.635977757268,2.39502498116402,0.63625386426819,3.76426001580162,0.000167043002201532,0.0207720766443967,"up_in_tumor"
"ENSG00000138028.17","ENSG00000138028","CGREF1",159.171352661395,2.46724191966049,0.655633995998345,3.76313909089412,0.000167793815401246,0.0207720766443967,"up_in_tumor"
"ENSG00000148848.15","ENSG00000148848","ADAM12",148.995394030875,2.9171385731306,0.774478234184493,3.76658561128225,0.000165495350825285,0.0207720766443967,"up_in_tumor"
"ENSG00000160957.16","ENSG00000160957","RECQL4",664.772354714756,1.88517076650635,0.501721856824076,3.75740211606401,0.000171686489997179,0.0210819933168794,"up_in_tumor"
"ENSG00000137571.12","ENSG00000137571","SLCO5A1",245.88677005628,2.76353024812777,0.736363431727612,3.75294335521815,0.00017477035762268,0.0213231039527723,"up_in_tumor"
"ENSG00000078098.16","ENSG00000078098","FAP",99.7793550161214,2.56227095519382,0.683392298422037,3.7493412804185,0.000177299667933748,0.0213578770872343,"up_in_tumor"
"ENSG00000163347.6","ENSG00000163347","CLDN1",631.975853163945,2.90431009152065,0.775866287545261,3.74331265340772,0.000181610022151894,0.0214376871759261,"up_in_tumor"
"ENSG00000282416.1","ENSG00000282416","",27.161539025029,4.6528477026895,1.24240061030401,3.74504621464327,0.000180360572032845,0.0214376871759261,"up_in_tumor"
"ENSG00000159217.11","ENSG00000159217","IGF2BP1",37.2901610742186,4.10965238060161,1.09969109691623,3.73709707401102,0.000186157067145622,0.0216044357255038,"up_in_tumor"
"ENSG00000101255.14","ENSG00000101255","TRIB3",573.65977979148,2.54172730126437,0.684623514050546,3.71259129886782,0.000205148020876333,0.0221851265985185,"up_in_tumor"
"ENSG00000276547.2","ENSG00000276547","PCDHGB5",276.92537591325,2.16099841130656,0.584240647260412,3.69881558470777,0.000216607907264329,0.0230318340724133,"up_in_tumor"
"ENSG00000151388.11","ENSG00000151388","ADAMTS12",329.069383238688,2.90281703729391,0.788557542536733,3.68117338394323,0.000232163055917554,0.0242788980399934,"up_in_tumor"
"ENSG00000101187.17","ENSG00000101187","SLCO4A1",479.540307867414,2.46327694002893,0.672454931371937,3.66311082737304,0.000249170666231468,0.0245031127362045,"up_in_tumor"
"ENSG00000108821.15","ENSG00000108821","COL1A1",18084.5183602982,2.10492360487387,0.573930089290458,3.66756098722087,0.000244875155133627,0.0245031127362045,"up_in_tumor"
"ENSG00000164932.14","ENSG00000164932","CTHRC1",213.410122169541,2.77909343876139,0.757683396645856,3.66788219335939,0.00024456781463746,0.0245031127362045,"up_in_tumor"
"ENSG00000169607.14","ENSG00000169607","CKAP2L",234.211741556773,1.47633354591569,0.402450976404075,3.66835622839538,0.00024411490347137,0.0245031127362045,"up_in_tumor"
"ENSG00000288825.1","ENSG00000288825","H2AC18",619.915162905846,2.48353090999606,0.677691179278456,3.66469416444272,0.000247634316707448,0.0245031127362045,"up_in_tumor"
"ENSG00000101898.8","ENSG00000101898","MCTS2",349.936358746356,2.21134154181217,0.605603878127642,3.65146529221216,0.000260748341984548,0.0245684316484747,"up_in_tumor"
"ENSG00000138795.11","ENSG00000138795","LEF1",159.626159151317,1.80224688073832,0.493494694830203,3.65200862262242,0.000260197146074153,0.0245684316484747,"up_in_tumor"
"ENSG00000165490.14","ENSG00000165490","DDIAS",109.883280317172,2.27646189040613,0.623833561419585,3.64914943855513,0.000263110021723154,0.0245803471785365,"up_in_tumor"
"ENSG00000187498.18","ENSG00000187498","COL4A1",4920.24307844487,2.01278782210788,0.551729369341122,3.64814333612794,0.000264142268845994,0.0245803471785365,"up_in_tumor"
"ENSG00000120068.8","ENSG00000120068","HOXB8",498.936399252523,2.58240215882361,0.708990088331944,3.64236708146271,0.000270142474421737,0.0247193351714852,"up_in_tumor"
"ENSG00000279119.1","ENSG00000279119","",28.2710573787066,5.02749331864068,1.38265217790252,3.63612295195411,0.000276772266316354,0.0249659077952567,"up_in_tumor"
"ENSG00000109084.14","ENSG00000109084","TMEM97",1256.75159593457,1.87859978261163,0.51746983294935,3.63035613478073,0.00028303042720537,0.0250225816201363,"up_in_tumor"
"ENSG00000179528.16","ENSG00000179528","LBX2",39.7393246803887,2.57807712380822,0.710429325891262,3.62890020140135,0.000284631240605429,0.0250225816201363,"up_in_tumor"
"ENSG00000196739.15","ENSG00000196739","COL27A1",1348.39240314649,2.28909302084338,0.631812421779942,3.6230579550724,0.000291140556937567,0.0253026402748525,"up_in_tumor"
"ENSG00000123485.12","ENSG00000123485","HJURP",440.863360272978,1.86988477593114,0.516987700179132,3.61688445447202,0.000298170322951437,0.0255634043096157,"up_in_tumor"
"ENSG00000203499.12","ENSG00000203499","IQANK1",186.511307244336,2.75379520508882,0.761734377016425,3.61516466655337,0.000300156773860101,0.0256183133492346,"up_in_tumor"
"ENSG00000181418.8","ENSG00000181418","DDN",41.8386534638626,4.75799445962441,1.31830761633239,3.60916860426054,0.000307179918291319,0.0258697140922065,"up_in_tumor"
"ENSG00000198759.13","ENSG00000198759","EGFL6",61.1814994423243,3.49704963730736,0.971511488414746,3.5995967922249,0.00031871098583784,0.0263740269280505,"up_in_tumor"
"ENSG00000275221.3","ENSG00000275221","H2AC15",142.964094807273,2.43382362735086,0.678385529738319,3.58767031526996,0.000333645790318099,0.0269079674878151,"up_in_tumor"
"ENSG00000104415.14","ENSG00000104415","CCN4",117.463457631951,3.04739076920441,0.851573032387376,3.57854306478104,0.000345514942028345,0.0276310331580903,"up_in_tumor"
"ENSG00000182492.17","ENSG00000182492","BGN",1204.75095487926,2.22547155324781,0.622784616659845,3.57342088053425,0.000352347739918871,0.0277038842164759,"up_in_tumor"
"ENSG00000172031.8","ENSG00000172031","EPHX4",58.0792730598496,3.25221013774244,0.914032634393643,3.55808973921365,0.000373561697141082,0.0286267064610197,"up_in_tumor"
"ENSG00000050344.10","ENSG00000050344","NFE2L3",1560.21615043031,2.1990934949183,0.619495838346065,3.54981157063049,0.000385506977659682,0.0291744037620375,"up_in_tumor"
"ENSG00000132821.13","ENSG00000132821","VSTM2L",181.562699203459,2.89907575738736,0.816413895130955,3.55098777063605,0.000383788249470429,0.0291744037620375,"up_in_tumor"
"ENSG00000109321.12","ENSG00000109321","AREG",1755.92273452949,2.18511911794998,0.617461935538167,3.5388725882276,0.000401839754901326,0.029856984117144,"up_in_tumor"
"ENSG00000146263.13","ENSG00000146263","MMS22L",315.627975471372,1.57644304199937,0.445702563509907,3.53698446242913,0.00040472347513388,0.029856984117144,"up_in_tumor"
"ENSG00000156802.14","ENSG00000156802","ATAD2",1149.33022194734,1.81442845684773,0.513251867888686,3.5351619163347,0.000407525362346405,0.0299476070329696,"up_in_tumor"
"ENSG00000236347.2","ENSG00000236347","",20.5591348654015,5.01942449603516,1.42248114824714,3.52864043380846,0.000417700253519213,0.030577265097043,"up_in_tumor"
"ENSG00000172927.10","ENSG00000172927","MYEOV",233.393806771039,2.56506724571997,0.728005981510827,3.52341506919585,0.000426023610517628,0.0307140431022046,"up_in_tumor"
"ENSG00000134762.17","ENSG00000134762","DSC3",134.869979247762,2.76317429394635,0.78690497535999,3.5114459565874,0.000445676069777976,0.0314392267082819,"up_in_tumor"
"ENSG00000155011.10","ENSG00000155011","DKK2",29.1589762365193,4.32122020513851,1.23102077249004,3.51027399513153,0.000447645165656722,0.0314392267082819,"up_in_tumor"
"ENSG00000136231.15","ENSG00000136231","IGF2BP3",131.664082148916,2.76978010016103,0.791497853319305,3.49941580832519,0.000466278829055933,0.0322715816488057,"up_in_tumor"
"ENSG00000103222.21","ENSG00000103222","ABCC1",945.072511521446,1.57603240930935,0.450538800374678,3.49810584126981,0.000468575138084812,0.0323130094317689,"up_in_tumor"
"ENSG00000204740.11","ENSG00000204740","MALRD1",111.46366944444,3.17276053258204,0.909246400005948,3.48943975204223,0.000484034154742205,0.0330201507785247,"up_in_tumor"
"ENSG00000117122.15","ENSG00000117122","MFAP2",258.5760012192,2.31793589548752,0.668116976658174,3.46935637989848,0.000521706916398846,0.0343586426983365,"up_in_tumor"
"ENSG00000139292.14","ENSG00000139292","LGR5",556.597947902941,2.06634676734387,0.594957662838241,3.47309883780028,0.000514485851702334,0.0343586426983365,"up_in_tumor"
"ENSG00000257913.5","ENSG00000257913","DDN-AS1",32.7439509311767,3.15365429471014,0.907401474352861,3.4754784776598,0.000509942909535617,0.0343586426983365,"up_in_tumor"
"ENSG00000272502.1","ENSG00000272502","",37.0334743116738,2.8681933247151,0.826048993097201,3.47218306502748,0.00051624417329648,0.0343586426983365,"up_in_tumor"
"ENSG00000196711.9","ENSG00000196711","ALKAL1",40.5579821532758,3.95550949589563,1.14158226380468,3.46493601145541,0.000530357653911133,0.0345695110509952,"up_in_tumor"
"ENSG00000240694.10","ENSG00000240694","PNMA2",173.288392555068,1.91616579189545,0.554795252671894,3.45382514119794,0.000552695609696528,0.0352813366469371,"up_in_tumor"
"ENSG00000103257.11","ENSG00000103257","SLC7A5",1077.29806905373,2.41617031370878,0.700711596975623,3.44816658399452,0.000564405820830712,0.0353366315390492,"up_in_tumor"
"ENSG00000132970.15","ENSG00000132970","WASF3",458.581156395013,1.73397483686133,0.502825688366614,3.44846112077924,0.00056379062929815,0.0353366315390492,"up_in_tumor"
"ENSG00000198720.14","ENSG00000198720","ANKRD13B",334.717426605063,2.56244303562912,0.74624470737841,3.4337838651226,0.00059521860020754,0.0363672551632797,"up_in_tumor"
"ENSG00000288534.1","ENSG00000288534","TMX2-CTNND1",100.198157243276,8.84167122929461,2.57587608144305,3.4324909078473,0.000598063934540354,0.0363672551632797,"up_in_tumor"
"ENSG00000099194.7","ENSG00000099194","SCD",5599.9072762377,2.05696202944404,0.600662111399787,3.42449105812664,0.000615952114372955,0.0370215290385762,"up_in_tumor"
"ENSG00000124882.4","ENSG00000124882","EREG",735.786871799184,2.08143651024351,0.610551087914032,3.40911113164143,0.000651749234733988,0.0381684405682831,"up_in_tumor"
"ENSG00000118785.16","ENSG00000118785","SPP1",907.963759688207,2.37510317766175,0.697899555132775,3.40321635139872,0.000665975228157062,0.0386448369436383,"up_in_tumor"
"ENSG00000186638.18","ENSG00000186638","KIF24",250.269362356142,1.95507006479046,0.576505043081142,3.39124538155217,0.000695757777391423,0.0396477777757214,"up_in_tumor"
"ENSG00000188070.10","ENSG00000188070","ZFTA",1079.88461342802,1.97574340422416,0.58296462038846,3.38913089255335,0.000701145330181849,0.039716961515926,"up_in_tumor"
"ENSG00000138823.14","ENSG00000138823","MTTP",145.924717785734,3.81978808990631,1.12736117938626,3.38825583118432,0.000703386239325822,0.0397256685254848,"up_in_tumor"
"ENSG00000134812.8","ENSG00000134812","CBLIF",83.6214106397697,3.82052135629524,1.135333895928,3.36510815892836,0.000765136593849091,0.042545952178881,"up_in_tumor"
"ENSG00000296453.1","ENSG00000296453","",39.8683324407626,3.13256743644751,0.931055798258512,3.36453243973863,0.000766734702745556,0.042545952178881,"up_in_tumor"
"ENSG00000051341.16","ENSG00000051341","POLQ",259.119924356275,1.43948614441338,0.428848185603382,3.35663340253626,0.000788976488948195,0.0433055284142313,"up_in_tumor"
"ENSG00000163817.18","ENSG00000163817","SLC6A20",1037.30068038452,5.16095247369427,1.53701945787452,3.35776651834397,0.000785749531009601,0.0433055284142313,"up_in_tumor"
"ENSG00000261115.7","ENSG00000261115","TMEM178B",227.713121672022,2.37512244534855,0.70813351177373,3.35406022432035,0.000796350283454052,0.0433055284142313,"up_in_tumor"
"ENSG00000029153.16","ENSG00000029153","BMAL2",248.188221152221,1.73632276186672,0.518202036634697,3.35066757580255,0.000806170153290399,0.0434669590016322,"up_in_tumor"
"ENSG00000159263.16","ENSG00000159263","SIM2",75.5761993508926,3.9775696623492,1.18703604319457,3.3508415225916,0.000805663951514102,0.0434669590016322,"up_in_tumor"
"ENSG00000165891.17","ENSG00000165891","E2F7",84.3095150363933,1.81448392020582,0.542730776351815,3.34324862209327,0.000828036769571501,0.0441510078794983,"up_in_tumor"
"ENSG00000123500.10","ENSG00000123500","COL10A1",259.412352339197,6.06642370249628,1.81571813778347,3.34106025393449,0.000834591086758134,0.0441570553838809,"up_in_tumor"
"ENSG00000136997.22","ENSG00000136997","MYC",6103.03783725696,2.04386964405825,0.611780475916565,3.34085464397363,0.000835209369946782,0.0441570553838809,"up_in_tumor"
"ENSG00000141756.21","ENSG00000141756","FKBP10",1640.26656155531,2.06265176098593,0.618077904067972,3.33720352630353,0.000846259534058584,0.0444720604672489,"up_in_tumor"
"ENSG00000235277.2","ENSG00000235277","",18.4792362581279,3.92055962744315,1.17464075143272,3.3376669612911,0.000844849466177491,0.0444720604672489,"up_in_tumor"
"ENSG00000112559.16","ENSG00000112559","MDFI",81.9010189447841,2.55127809082498,0.769394975911414,3.31595366580445,0.000913309698357597,0.0463574753459316,"up_in_tumor"
"ENSG00000185105.6","ENSG00000185105","MYADML2",23.3719299369183,5.23719796441897,1.57856373136455,3.31769814570096,0.000907625133354762,0.0463574753459316,"up_in_tumor"
"ENSG00000257453.1","ENSG00000257453","",20.3387683916594,5.00446139970785,1.50985881771157,3.31452274941368,0.000917997096511176,0.046468720047599,"up_in_tumor"
"ENSG00000196335.13","ENSG00000196335","STK31",70.0704842225441,2.54279127289248,0.768112261270708,3.31044223755245,0.00093148675220634,0.0466552298809034,"up_in_tumor"
"ENSG00000274290.3","ENSG00000274290","H2BC6",28.2622315055614,3.38102845718862,1.02102716713352,3.31139911456095,0.000928307054818288,0.0466552298809034,"up_in_tumor"
"ENSG00000174951.13","ENSG00000174951","FUT1",123.670116083176,2.78404057392248,0.841261156700088,3.309365411382,0.000935077105927616,0.0467121326958538,"up_in_tumor"
"ENSG00000111199.13","ENSG00000111199","TRPV4",75.4592467164852,2.80645439749815,0.848981110841894,3.30567354403813,0.000947484088301167,0.046840167928925,"up_in_tumor"
"ENSG00000238178.8","ENSG00000238178","",16.9620531123904,4.24752520393074,1.28414448552621,3.30766923177669,0.000940758519761538,0.046840167928925,"up_in_tumor"
"ENSG00000122641.12","ENSG00000122641","INHBA",365.773763492254,5.11561266576793,1.55702079586741,3.28551338514271,0.00101796705629078,0.0496794025189294,"up_in_tumor"
"ENSG00000186193.10","ENSG00000186193","SAPCD2",1252.38441433224,1.8700554991018,0.569760402595395,3.28217877301274,0.00103008275824467,0.0497782107473459,"up_in_tumor"
